"grant_number","SEP","court_cases"
"20140281016",0,0
"20150113623",1,0
"20190387007",0,0
"10760916",1,0
"186343",1,0
"2008144921",0,0
"2934058",0,0
"10055472",0,0
"20100070899",1,0
"20040161084",1,0
"102648463",0,0
"2007022014",0,0
"20040209597",1,0
"8572746",0,0
"2005089125",0,0
"2087170",1,0
"2973165",1,0
"20190215212",1,0
"3598413",0,0
"20110051786",1,0
"110463048",1,0
"2013032180",1,0
"7236764",1,0
"2017403651",1,0
"2013519321",1,0
"11475898",0,0
"I521924",0,0
"8166149",1,0
"20120005157",1,0
"2012178196",0,0
"200100981",1,0
"111095338",0,0
"46308",0,0
"0957608",0,0
"1956763",1,0
"202009545",0,0
"20150009997",1,0
"2527603",0,0
"69937760",1,0
"69120739",1,0
"0731422",1,0
"20150358971",0,0
"105027629",1,0
"7006631",0,0
"8437360",1,0
"20080200219",1,0
"195744",1,0
"11805168",1,0
"11367432",1,0
"4641322",0,0
"2019165123",1,0
"111479284",1,0
"2218269",1,0
"3606209",1,0
"20190044846",0,0
"1482449",1,0
"108135269",1,0
"2014CN02488",0,0
"2010036155",1,0
"2016514442",0,0
"200733678",1,0
"2652321",0,0
"20020016845",1,0
"3047372",0,0
"20080298199",0,0
"10075779",0,0
"11005752",1,0
"20120230685",1,0
"8433420",0,0
"4897872",1,0
"2001035615",1,0
"20040158610",1,0
"2015353992",1,0
"2006056780",1,0
"2492647",0,0
"2538602",1,0
"2018023049",1,0
"2007201546",0,0
"20100002703",0,0
"2715392",1,0
"759377",1,0
"3764345",0,0
"2019041152",1,0
"20220124466",0,0
"1197028",1,0
"2004012434",1,0
"7143178",1,0
"2012385919",0,0
"2001230876",1,0
"20090113305",0,0
"20110129861",1,0
"3253011",1,0
"101174201",1,0
"100973207",0,0
"20180114001",1,0
"3148229",1,0
"2740252",0,0
"20190089709",0,0
"516677",0,0
"2004075018",0,0
"2012011020",1,0
"2741616",1,0
"20190129407",1,0
"2466268",0,0
"2016100773",0,0
"2005048619",0,0
"332527",1,0
"5304496",0,0
"3027661",0,0
"20140195511",1,0
"2010087257",0,0
"2015522960",0,0
"2230526",1,0
"5231421",0,0
"20140342760",0,0
"201127109",1,0
"2003241111",1,0
"20060253507",1,0
"10146210",1,0
"102430368",0,0
"2009142987",0,0
"900702678",1,0
"20010602",0,0
"103918197",1,0
"2820507",1,0
"100985313",1,0
"20190097831",0,0
"20150062484",0,0
"2012012582",0,0
"3040852",1,0
"E049510",0,0
"E389289",1,0
"2005331434",1,0
"2767103",0,0
"108809332",0,0
"4287053",0,0
"3021608",0,0
"6055105",1,0
"11456915",0,0
"20040240428",1,0
"E308836",0,0
"3622425",1,0
"193606",1,0
"2006031589",1,0
"5784002",1,0
"2007259485",0,0
"8406201",1,0
"2015531189",0,0
"6856798",1,0
"2560437",1,0
"2360371",0,0
"20160205302",1,0
"2012238927",1,0
"20190150062",1,0
"WO2015087835",1,0
"20100033304",0,0
"313915",1,0
"20200402136",1,0
"3186654",0,0
"20190166180",1,0
"102612652",0,0
"6175740",1,0
"6622588",1,0
"20170052598",0,0
"2015196349",1,0
"3042479",1,0
"7260156",1,0
"2988337",1,0
"20090124279",1,0
"WO2010041440",1,0
"20160149635",1,0
"69736410",1,0
"20120155407",0,0
"2630575",1,0
"20110254699",1,0
"20210266695",0,0
"1302122",0,0
"3636199",0,0
"2253373",1,0
"20070156706",1,0
"104396178",1,0
"10706856",1,0
"8027369",1,0
"2006010866",0,0
"20170126562",1,0
"105027461",1,0
"1499131",0,0
"5841470",0,0
"2448323",0,0
"I357773",0,0
"4459975",0,0
"1307013",1,0
"8019202",0,0
"2656184",1,0
"10602306",1,0
"1550951",0,0
"20190102713",1,0
"10948206",1,0
"20130301440",1,0
"8801183",1,0
"2020197280",1,0
"9831923",1,0
"20130142100",1,0
"2513832",1,0
"20120251073",1,0
"102421111",0,0
"1735778",1,0
"6522179",1,0
"1111853",1,0
"101619414",0,0
"2007101716",0,0
"11567985",0,0
"102648608",1,0
"3987807",1,0
"170228",0,0
"2198535",1,0
"9852759",1,0
"4773599",1,0
"8483230",1,0
"1971167",0,0
"2273731",1,0
"10582528",1,0
"2006065660",0,0
"3057127",0,0
"2649862",1,0
"2521474",1,0
"20080239161",1,0
"2000074259",1,0
"2154857",1,0
"20220174525",1,0
"8514882",1,0
"20190246280",1,0
"602004012600",1,0
"9708370",1,0
"2013055313",1,0
"3554157",0,0
"8326976",1,0
"20080225859",1,0
"9729363",0,0
"20070222689",0,0
"6046045",0,0
"102474003",1,0
"6512759",0,0
"20100277532",0,0
"2018136744",1,0
"H04263536",1,0
"139222",1,0
"20180367273",1,0
"5777680",0,0
"107110656",0,0
"I757409",0,0
"9515942",0,0
"10897442",1,0
"2017040764",0,0
"739254",1,0
"2011217098",0,0
"2831504",1,0
"10027457",0,0
"6194667",0,0
"101909120",1,0
"PI0809398",1,0
"2007089108",1,0
"20050147310",1,0
"9130854",0,0
"2130396",1,0
"2017052210",0,0
"2019204723",1,0
"2006095265",0,0
"1225666",0,0
"2002071715",0,0
"5124640",1,0
"20050246346",0,0
"0651525",0,0
"11310559",1,0
"107736026",1,0
"10191756",0,0
"20090040298",0,0
"111758127",1,0
"1240592",0,0
"2008059534",1,0
"WO2017090078",1,0
"2002043317",1,0
"20220060227",1,0
"2774075",1,0
"9843943",1,0
"1903738",0,0
"3432480",1,0
"9826198",0,0
"9647981",0,0
"11487717",1,0
"1901201",1,0
"11381615",1,0
"2484547",1,0
"20090013382",0,0
"11017125",1,0
"20190319948",1,0
"2003254656",1,0
"101239716",1,0
"2514466",1,0
"960016642",1,0
"I577183",1,0
"2634210",1,0
"20190261250",1,0
"2663360",0,0
"20090258691",0,0
"100927032",1,0
"2017011093",0,0
"104507622",1,0
"5571302",0,0
"2330798",0,0
"20200374770",1,0
"6625498",1,0
"20230031831",0,0
"2629447",1,0
"20060294208",0,0
"144837",1,0
"20200125193",1,0
"2011200680",0,0
"3080963",0,0
"20230123293",0,0
"2516724",1,0
"1311389",1,0
"20040091272",0,0
"2016082169",0,0
"6526444",1,0
"11304118",1,0
"E388414",0,0
"0757453",1,0
"3156845",1,0
"106664156",1,0
"20110122964",0,0
"505018",1,0
"20210044435",1,0
"1950666",0,0
"101414034",1,0
"2820227",0,0
"20220376708",1,0
"PI0617911",0,0
"107409160",0,0
"1150394",0,0
"3180949",1,0
"20190075069",1,0
"20110125506",1,0
"105515739",1,0
"8500755",0,0
"1585390",1,0
"3044946",1,0
"4254405",0,0
"201937931",0,0
"2018109764",1,0
"11563965",1,0
"20190238951",0,0
"102014209358",0,0
"200737127",0,0
"981112",0,0
"201119266",1,0
"2014310255",0,0
"1125550",0,0
"101138044",0,0
"9084005",1,0
"8417628",0,0
"E341870",1,0
"20180101692",0,0
"2009537093",0,0
"3091713",0,0
"8267304",0,0
"3726922",1,0
"2016041303",0,0
"100445679",0,0
"69726062",1,0
"H06268573",0,0
"2016046421",1,0
"WO2020230839",1,0
"20210047875",0,0
"101589629",1,0
"8705635",1,0
"20030002463",1,0
"6311056",1,0
"2010061296",0,0
"8494441",1,0
"2007008680",1,0
"H07322262",0,0
"2017151520",1,0
"1935144",1,0
"111052230",1,0
"20190357231",1,0
"20190294647",1,0
"20110004897",1,0
"10397856",1,0
"10425107",1,0
"8601074",1,0
"2743827",1,0
"626642",0,0
"2008092360",1,0
"20170170855",0,0
"3513566",0,0
"1763178",1,0
"3001457",0,0
"0351230",1,0
"2003107207",1,0
"11172413",1,0
"20190222271",1,0
"100693284",1,0
"20190089509",1,0
"1835659",1,0
"20100116661",1,0
"2733621",1,0
"10181644",1,0
"2879413",1,0
"5538536",1,0
"20050135275",1,0
"9251623",1,0
"2804997",1,0
"1842387",1,0
"161883",1,0
"2017248430",1,0
"20070245347",1,0
"102187693",1,0
"2781069",1,0
"8583919",1,0
"6674938",1,0
"7110744",0,2
"9826429",1,0
"109644374",0,0
"5409663",0,0
"20010008531",1,0
"2330540",1,0
"2124389",1,0
"115743",1,0
"2007082235",0,0
"1270537",0,0
"10819480",0,0
"110633231",0,0
"2009088907",0,0
"2232758",1,0
"2014140907",1,0
"8424062",0,0
"201517610",0,0
"2004066520",0,0
"2019060014",1,0
"2274113",0,0
"2585298",1,0
"108370275",1,0
"3570472",1,0
"11812382",0,0
"107566103",1,0
"115023982",0,0
"201433129",1,0
"9320132",0,0
"102014208851",1,0
"105850131",1,0
"20010024470",0,0
"0821883",0,0
"2019068453",1,0
"20140095535",0,0
"2006071049",0,0
"9864812",0,0
"2010099448",0,0
"20070183360",1,0
"6139800",1,0
"20210306049",1,0
"20100250719",0,0
"20040073318",0,0
"20120110019",1,0
"654929",1,0
"9800300",1,0
"9363127",1,0
"20200314922",0,0
"102986098",1,0
"20120188447",1,0
"1393014",1,0
"2007081870",1,0
"3479610",0,0
"3622700",0,0
"3444684",0,0
"20170359134",1,0
"6512720",1,0
"103298529",0,0
"I489822",1,0
"3799492",1,0
"3703423",1,0
"20200028850",0,0
"10706678",1,0
"20160373406",0,0
"4960385",0,0
"2479925",0,0
"20190222293",0,0
"E541424",1,0
"243959",1,0
"20110110410",1,0
"8472969",1,0
"10545753",1,0
"3360279",1,0
"9978106",1,0
"2107726",1,0
"2545363",1,0
"2477879",0,0
"3255843",1,0
"4373469",1,0
"8463267",1,0
"20130084607",1,0
"2832109",0,0
"1111609",1,0
"107409056",0,0
"2019053684",1,0
"5654036",1,0
"0604620",1,0
"9367846",1,0
"115918237",1,0
"7787898",0,0
"20130332500",0,0
"3364351",1,0
"2019062563",0,0
"1282997",0,0
"8964719",1,0
"5982706",0,0
"2702782",1,0
"9858741",1,0
"6992845",0,0
"7352692",1,0
"1246148",0,0
"3850904",1,0
"5923289",0,0
"2002219067",0,0
"102127019",0,0
"3815020",0,0
"2004114112",1,0
"20080222716",0,0
"3905573",1,0
"3496295",1,0
"8732043",0,0
"2019523429",0,0
"20090164924",1,0
"20160149960",1,0
"20130023199",1,0
"4523052",0,0
"1915884",0,0
"E532173",1,0
"3675459",0,0
"113660154",1,0
"107533328",0,0
"20140245419",0,0
"20210084316",0,0
"101616088",0,0
"2021531689",1,0
"4430755",1,0
"20170316015",1,0
"20110033305",1,0
"20050041670",1,0
"2264921",1,0
"20080285530",1,0
"2309903",0,0
"20080139216",1,0
"2022010268",0,0
"101263716",0,0
"3314524",1,0
"1451983",1,0
"20020093190",1,0
"1527494",1,0
"3991419",1,0
"20180059255",0,0
"20200205075",1,0
"101586756",0,0
"1921515",1,0
"2816473",0,0
"112470486",1,0
"9032457",0,0
"20160129472",1,0
"2772916",1,0
"20190065288",0,0
"20090241175",1,0
"5291899",0,0
"20220217047",1,0
"20200053093",1,0
"3323067",0,0
"102348767",0,0
"6452952",1,0
"20200186408",0,0
"4853944",0,0
"3276986",0,0
"20130072614",0,0
"20050008836",0,0
"2013105916",1,0
"20080146949",0,0
"3413511",0,0
"10652133",0,0
"108989604",1,0
"20210266100",1,0
"11497068",0,0
"2018064",0,0
"20120324273",1,0
"8505046",0,0
"20090010913",1,0
"10353746",0,0
"2305980",0,0
"2159032",1,0
"1842328",0,0
"2941872",1,0
"2006116024",1,0
"2004038696",1,0
"9497788",0,0
"TO20120966",1,0
"9812373",0,0
"2013159711",1,0
"110277101",1,0
"3773817",1,0
"2021182766",1,0
"11568274",1,0
"10304856",0,0
"3030095",1,0
"20140287745",0,0
"5655704",1,0
"3400686",1,0
"2007061015",1,0
"20200092878",1,0
"602008002366",1,0
"2009099849",0,0
"101335570",0,0
"1331900",0,0
"3183580",1,0
"7080906",1,0
"100940927",1,0
"112771507",0,0
"3811555",1,0
"5129098",1,0
"3954168",1,0
"10081525",1,0
"2005117527",1,0
"3154284",1,0
"6704344",1,0
"20200240787",0,0
"108476383",0,0
"20150066723",0,0
"3028434",1,0
"100574368",1,0
"9793931",1,0
"9112918",0,0
"1557992",0,0
"10896555",1,0
"20130145048",0,0
"10079933",0,0
"PI0410999",1,0
"3320523",0,0
"2012127138",1,0
"2003225991",0,0
"2012094985",0,0
"101030800",1,0
"101982458",0,0
"9300222",1,0
"2020087323",0,0
"2001025828",1,0
"20130275516",1,0
"20082352",0,0
"19813767",1,0
"20150365851",1,0
"2061265",1,0
"6405034",1,0
"2019070534",1,0
"6637163",0,0
"2004049151",0,0
"20170251424",0,0
"20150087332",0,0
"10917127",0,0
"20100075695",1,0
"20160013991",1,0
"1692881",1,0
"102018204135",1,0
"1673700",0,0
"20210399834",1,0
"201719556",1,0
"20030074627",0,0
"2932626",0,0
"20150319787",0,0
"20040215971",1,0
"105265009",1,0
"102578759",0,0
"6453030",0,0
"2006067169",0,0
"6556320",1,0
"11763009",1,0
"9380595",1,0
"3693965",1,0
"9787777",1,0
"2018009881",0,0
"20080215321",1,0
"1022881",0,0
"200847757",0,0
"4072184",1,0
"20140281533",1,0
"20200213945",1,0
"1906678",1,0
"20190349972",1,0
"2013103555",1,0
"6208760",1,0
"11120129",0,0
"2589241",1,0
"3289556",1,0
"9934485",1,0
"20200366848",1,0
"20210078536",0,0
"2005036759",1,0
"20110144941",0,0
"110800268",1,0
"20050124381",1,0
"20010056430",0,0
"8019014",0,0
"20200184108",0,0
"3185563",0,0
"2009065144",1,0
"116762433",1,0
"931480",1,0
"2624551",0,0
"2898721",0,0
"20140351582",1,0
"20150146665",1,0
"2006060581",0,0
"20020036707",0,0
"3062572",1,0
"102009718",1,0
"20040185872",1,0
"8265031",1,0
"891724",1,0
"2021002881",1,0
"102009034207",1,0
"2007344826",0,0
"20110211597",1,0
"102461036",1,0
"729851",1,0
"10262672",1,0
"7643619",0,0
"101264318",1,0
"2007081085",0,0
"110073694",1,0
"2004066521",1,0
"20034111",0,0
"185001",1,0
"2017224993",0,0
"201141264",0,0
"2012173402",1,0
"2014235404",1,0
"11140259",1,0
"2007062687",0,0
"0918399",1,0
"7382883",1,0
"20120131246",1,0
"20130083799",0,0
"3254414",1,0
"2001041381",1,0
"2266043",1,0
"103152700",1,0
"2014519267",1,0
"I532365",0,0
"20150195708",1,0
"6983272",1,0
"20170004582",0,0
"3522409",1,0
"1097911",0,0
"3949674",0,0
"2469949",1,0
"112789905",1,0
"20070211805",1,0
"20110088068",0,0
"138083",1,0
"3586297",0,0
"20060034379",0,0
"20090215508",0,0
"1996013121",0,0
"102298676",1,0
"9331915",1,0
"20220116865",0,0
"2004064209",1,0
"2361488",0,0
"3782135",1,0
"60330976",0,0
"910004009",1,0
"6996627",1,0
"10291326",1,0
"2021211656",0,0
"102007011619",1,0
"0317344",0,0
"9571445",1,0
"105704420",1,0
"20060025232",1,0
"20180205979",1,0
"3079423",1,0
"20200026190",1,0
"2012036658",1,0
"9668096",0,0
"2002237957",1,0
"20100046512",0,0
"3335357",1,0
"2996272",1,0
"111448834",1,0
"20220016047",1,0
"PI0822970",0,0
"133352",0,0
"2005293152",1,0
"3782105",1,0
"20200404000",0,0
"20050262352",1,0
"8520464",0,0
"1246495",0,0
"2021063168",0,0
"316738",0,0
"102451341",1,0
"6622820",1,0
"2004095806",1,0
"101425969",0,0
"2015147143",0,0
"20170127373",1,0
"2007050259",0,0
"2331363",1,0
"60026298",1,0
"20150195121",0,0
"8756289",0,0
"20050233537",0,0
"20170185442",1,0
"PA06001970",1,0
"4241450",0,0
"106130770",1,0
"20140029578",0,0
"2615835",1,0
"2011037401",0,0
"I770884",1,0
"3562222",1,0
"10313211",1,0
"101455104",1,0
"2020111990",1,0
"4287000",1,0
"2017189830",1,0
"2007529959",1,0
"2013083083",1,0
"3714453",1,0
"20110199942",0,0
"6320623",0,0
"11575748",1,0
"2014035108",0,0
"5850725",0,0
"20200183586",1,0
"9491059",1,0
"20130064549",0,0
"0157303",1,0
"E410856",1,0
"8682265",0,0
"10860017",1,0
"100574246",0,0
"2220829",1,0
"20130139252",1,0
"10715183",0,0
"101790934",1,0
"328642",1,0
"2010532113",1,0
"1655184",1,0
"2439610",1,0
"101073272",1,0
"2004095849",1,0
"20220249769",0,0
"5025180",0,0
"106664429",1,0
"WO2016152071",0,0
"20060182011",1,0
"102737644",1,0
"2342341",1,0
"2628342",0,0
"4816152",1,0
"9813621",1,0
"3132570",0,0
"2005112254",1,0
"1085503",1,0
"201108791",1,0
"7117262",0,0
"2211574",1,0
"3280221",0,0
"6707957",1,0
"9722904",1,0
"2015134929",0,0
"20200383160",1,0
"4988914",0,0
"7505452",0,0
"6775026",1,0
"1215297",0,0
"9554268",0,0
"20070079354",1,0
"102014204206",0,0
"2018503151",0,0
"2018203969",1,0
"1703494",1,0
"2345179",0,0
"2007066261",0,0
"2809016",0,0
"3101956",1,0
"101010930",0,0
"11343267",1,0
"2008510421",1,0
"200813839",0,0
"4987052",0,0
"6320852",1,0
"200746656",1,0
"2020099924",1,0
"2006025369",1,0
"1263252",1,0
"201436611",0,0
"103312504",1,0
"20190166569",0,0
"9009754",1,0
"20020036592",1,0
"2793116",1,0
"112019023275",1,0
"1618671",0,0
"101316267",0,0
"101454736",1,0
"1098524",1,0
"102259333",0,0
"9426828",0,0
"2601634",0,0
"1652044",1,0
"2005120063",1,0
"2021536194",1,0
"20160294668",1,0
"10587346",0,0
"24432",1,0
"1769611",1,0
"20040042639",1,0
"110609495",1,0
"6487240",1,0
"5765836",1,0
"8803828",1,0
"10712771",0,0
"7853976",0,0
"2124381",1,0
"101904101",1,0
"7111200",1,0
"20070076656",1,0
"6351567",0,0
"20150029847",0,0
"3244645",1,0
"20070041516",1,0
"PI1013725",1,0
"1788471",0,0
"846859",1,0
"2001097536",0,0
"7286824",1,0
"103684954",1,0
"2875688",1,0
"9847842",0,0
"20170161862",1,0
"9913221",1,0
"2015211097",1,0
"367045",1,0
"112013004133",1,0
"2012060017",1,0
"2020204121",1,0
"20010019588",0,0
"2871106",1,0
"2020185888",0,0
"0785548",1,0
"4494691",1,0
"2363539",1,0
"11778205",1,0
"102165560",0,0
"7006490",1,0
"1531586",1,0
"2529490",0,0
"2014035834",0,0
"1615648",0,0
"101730116",0,0
"PI0508460",1,0
"5343975",0,0
"10368355",0,0
"I643518",1,0
"3095035",0,0
"2498541",1,0
"2411187",1,0
"110099391",1,0
"2009064421",0,0
"0894395",1,0
"6956872",1,0
"1894384",0,0
"10636428",1,0
"20210096276",1,0
"20180357117",0,0
"2561562",1,0
"3404885",0,0
"3107274",0,0
"1656812",0,0
"7162022",1,0
"107077163",1,0
"20180109621",1,0
"101853660",1,0
"2277334",1,0
"1733507",1,0
"20190068788",0,0
"20090225690",0,0
"107733588",1,0
"20180034626",1,0
"20230199558",0,0
"20050124738",0,0
"148066",1,0
"2958350",1,0
"113973365",1,0
"11081099",0,0
"6604144",0,0
"4989417",1,0
"20180150189",1,0
"9838903",0,0
"9811850",1,0
"2006058499",1,0
"20003421",1,0
"6947388",1,0
"20130201897",0,0
"5073820",1,0
"20080020741",0,0
"20190115409",1,0
"7835364",1,0
"2018535582",0,0
"109802752",0,0
"20070024462",1,0
"602006007802",0,0
"20190222580",1,0
"111316268",0,0
"1942462",0,0
"8583785",1,0
"20100322321",1,0
"105210342",1,0
"2011224942",1,0
"7941576",0,0
"8538340",1,0
"9906999",1,0
"29525",0,0
"100583623",0,0
"7289529",1,0
"9448306",0,0
"20210083816",1,0
"20180302440",1,0
"1455473",1,0
"60327445",1,0
"8495660",1,0
"20170076801",1,0
"2001022200",1,0
"112013022229",1,0
"2006319943",1,0
"2018100155",1,0
"20060080725",1,0
"2004107706",1,0
"60107961",0,0
"20140104109",1,0
"2676397",1,0
"200935957",1,0
"6419714",1,0
"180255",1,0
"20140324440",0,0
"110139396",0,0
"0987914",0,0
"20050238363",1,0
"2021172835",1,0
"8244298",1,0
"2710397",0,0
"1425677",0,0
"2005112356",0,0
"3499998",1,0
"2621168",1,0
"11140926",1,0
"20180235018",0,0
"20230156456",0,0
"69740035",1,0
"20200374204",1,0
"WO2018168190",1,0
"20070242890",1,0
"1327199",1,0
"2254573",1,0
"1644925",1,0
"3104631",1,0
"11032399",0,0
"100336102",1,0
"20110194450",1,0
"20110183725",0,0
"102239226",1,0
"1209713",1,0
"1085912",0,0
"1938205",0,0
"20180066804",1,0
"2806815",1,0
"20100059948",0,0
"2015138139",1,0
"11700417",0,0
"2017536744",1,0
"2523352",1,0
"20080003469",1,0
"108495141",1,0
"2753882",0,0
"2013178013",1,0
"20070162307",1,0
"100533423",1,0
"20190214128",1,0
"2014132",0,0
"10778622",0,0
"20150009969",0,0
"3707858",1,0
"2015165",0,0
"10045351",0,0
"10223144",1,0
"9668298",1,0
"2255558",1,0
"20130310037",1,0
"20190134720",0,0
"1620817",1,0
"2860880",1,0
"20070124493",0,0
"1074926",0,0
"5526401",1,0
"1995001027",0,0
"20130142061",1,0
"6648531",1,0
"2011318896",1,0
"20180255118",0,0
"20170284819",1,0
"2731364",0,0
"3222090",1,0
"1350173",0,0
"3209087",1,0
"2015021369",0,0
"1996026582",0,0
"20010251",0,0
"122016011409",1,0
"2021514563",1,0
"972466",0,0
"2001004892",1,0
"2014205431",1,0
"2000060877",1,0
"20090103932",1,0
"9952070",1,0
"2532522",1,0
"2022500946",1,0
"10554469",0,0
"2014DN11195",0,0
"20190052648",0,0
"69927218",1,0
"20170257743",1,0
"PI0722394",1,0
"2018233376",1,0
"2563657",0,0
"11201403373X",0,0
"9507801",0,0
"2021192302",0,0
"2485416",0,0
"20230083052",1,0
"2001091421",0,0
"2010027068",0,0
"331061",0,0
"H08166925",1,0
"9756283",1,0
"20070274462",0,0
"10904606",1,0
"9872081",1,0
"2005070155",1,0
"2017110802",1,0
"9825741",1,0
"8478330",1,0
"107409238",1,0
"105122677",1,0
"201213641",1,0
"105889882",0,0
"2019184722",1,0
"101005036",0,0
"2014119921",1,0
"2904730",0,0
"20020126",0,0
"2004200049",1,0
"2395794",1,0
"PI0617432",1,0
"8389298",0,0
"2310282",0,0
"E356405",0,0
"20150144272",1,0
"6106990",1,0
"200637332",1,0
"2386297",1,0
"69625393",1,0
"PA05007444",1,0
"1416256",1,0
"2017130535",1,0
"PI0616074",1,0
"2002514857",1,0
"2761958",1,0
"2009206856",0,0
"101621640",1,0
"20160225116",1,0
"910005655",0,0
"587211",1,0
"20040139328",1,0
"69927465",1,0
"4088507",1,0
"20080004034",1,0
"2016113911",1,0
"20180203647",0,0
"7719956",1,0
"100379241",0,0
"20130301618",1,0
"9998858",1,0
"20100278178",1,0
"69711247",0,0
"1348313",1,0
"0815699",1,0
"2004303094",1,0
"2575297",1,0
"257422",1,0
"2005109177",1,0
"20180081889",1,0
"11265852",1,0
"3520295",0,0
"20060247797",0,0
"20050246608",1,0
"1658568",0,0
"2427716",0,0
"7191462",1,0
"2009008806",1,0
"1890291",0,0
"2020156510",1,0
"2003033109",0,0
"100188491",0,0
"6482812",1,0
"1687916",1,0
"20200059853",0,0
"1603111",1,0
"1761998",0,0
"69737810",0,0
"2019129014",0,0
"I226602",0,0
"3400747",1,0
"103222265",1,0
"20120215542",1,0
"2005268936",1,0
"20180103614",1,0
"2011209858",0,0
"104838720",1,0
"2015503174",1,0
"1788717",0,0
"20210057821",0,0
"101742583",0,0
"2006006409",1,0
"20140181300",0,0
"PI1005586",0,0
"10129581",1,0
"2010145459",1,0
"10601844",1,0
"1183779",1,0
"105357358",1,0
"1052824",0,0
"20170339122",1,0
"2011245813",0,0
"5688423",0,0
"4118396",0,0
"2008532418",0,0
"2444667",0,0
"20070084950",1,0
"3746977",1,0
"3182751",1,0
"2497939",0,0
"2018069381",1,0
"RM950108",1,0
"6608816",0,0
"3104367",1,0
"10455377",1,0
"20210083828",1,0
"E466442",0,0
"20200382185",0,0
"19990083042",0,0
"3949659",1,0
"10608777",0,0
"20180203121",1,0
"2246818",0,0
"7248836",1,0
"2651129",1,0
"7280501",1,0
"20120066565",1,0
"20120039626",0,0
"20050223034",1,0
"508885",0,0
"20170041927",0,0
"20190349766",0,0
"3265935",1,0
"20070253415",0,0
"110720231",0,0
"200316215",1,0
"20150072332",1,0
"2005004210",1,0
"PI0910062",0,0
"107615257",0,0
"20170353273",1,0
"2819317",1,0
"8010132",1,0
"5790197",0,0
"114667568",1,0
"2015167222",1,0
"20050108227",0,0
"102280577",1,0
"20150026651",0,0
"20200027329",0,0
"20160095083",0,0
"2339774",1,0
"11531965",1,0
"3701763",1,0
"10206201",1,0
"1618066",1,0
"2010018556",0,0
"1219602",1,0
"20140036555",1,0
"7599423",1,0
"20210410042",1,0
"112929137",1,0
"7391745",1,0
"3319325",1,0
"2009060654",1,0
"9906488",1,0
"E532337",1,0
"0599664",1,0
"20030193970",0,0
"2010017751",0,0
"3668039",1,0
"102009028051",1,0
"1765020",0,0
"2019157335",1,0
"H10247907",1,0
"10719423",1,0
"20160255388",0,0
"2008086292",0,0
"2018060975",1,0
"940019159",1,0
"0507386",1,0
"20130129026",1,0
"101180884",1,0
"20100111676",1,0
"890992",1,0
"20020152579",0,0
"1504037",1,0
"20210069",1,0
"2017507379",1,0
"1471758",1,0
"2015181287",0,0
"194745",1,0
"2879360",0,0
"20070155437",0,0
"8320948",0,0
"0951774",1,0
"101147353",1,0
"2001282888",0,0
"2003532875",0,0
"7665679",1,0
"69627966",1,0
"4918216",1,0
"2002067448",0,0
"E536667",0,0
"2002222891",0,0
"2018500818",1,0
"102075301",0,0
"20190342101",1,0
"20090005095",0,0
"100276609",1,0
"2236544",0,0
"7912139",1,0
"2469966",1,0
"6331787",1,0
"8019876",0,0
"3078220",1,0
"1124396",1,0
"11316730",1,0
"E278276",1,0
"20050044432",0,0
"2365450",1,0
"2010009282",1,0
"6798582",1,0
"20120163485",1,0
"2975688",1,0
"11140328",1,0
"200847747",0,0
"1791253",0,0
"7225876",1,0
"1043253",0,0
"20210152918",1,0
"560207",1,0
"10050694",0,0
"3547567",1,0
"20210064108",1,0
"20190223228",1,0
"2018109976",0,0
"100661211",1,0
"20200178343",0,0
"109154801",1,0
"2018068808",1,0
"20020004385",1,0
"108141783",0,0
"1603279",1,0
"2015400",1,0
"20130010768",1,0
"103518386",1,0
"60229645",1,0
"2836008",0,0
"8750838",1,0
"11838771",1,0
"20070104109",1,0
"7872984",1,0
"101641947",0,0
"2321819",1,0
"2016276028",0,0
"2002041517",1,0
"2007074050",0,0
"20050102585",1,0
"20200194122",1,0
"20030182567",1,0
"2002025826",1,0
"1850540",0,0
"20060067213",1,0
"20090006939",0,0
"102014109402",1,0
"8594027",0,0
"3834452",1,0
"8402128",1,0
"722477",0,0
"20180099807",1,0
"8958350",1,0
"102835053",0,0
"6061898",0,0
"2018138457",1,0
"2374265",1,0
"110419143",1,0
"20200321689",1,0
"20020006113",0,0
"2563049",0,0
"10432652",0,0
"2221855",0,0
"100380941",1,0
"WO2010123116",1,0
"20180302668",1,0
"101746766",1,0
"2007510327",0,0
"2021063622",0,0
"100521575",1,0
"2012507977",0,0
"10820209",0,0
"2408136",1,0
"102016006686",0,0
"20130080937",1,0
"20070184843",1,0
"11792202",0,0
"101080697",0,0
"0268292",1,0
"125319",0,0
"2006004786",1,0
"20210364790",1,0
"20010043582",1,0
"2013509829",0,0
"1765144",1,0
"2002013437",0,0
"2012114963",0,0
"2144854",1,0
"200420047",0,0
"H0671230",1,0
"20180159646",1,0
"20110158164",0,0
"20070263826",1,0
"0735731",1,0
"20190199752",1,0
"3939354",0,0
"2405668",0,0
"2002104052",1,0
"2318914",1,0
"9699079",0,0
"2703875",0,0
"20070297248",0,0
"0053212",1,0
"20140129631",1,0
"20200065335",1,0
"100268296",0,0
"2407444",1,0
"602004016307",1,0
"60311604",0,0
"100468249",1,0
"2860776",1,0
"RE48411",0,0
"20030137994",0,0
"9812429",1,0
"6081509",1,0
"0827298",1,0
"110431770",1,0
"3066818",1,0
"10969923",1,0
"101331764",1,0
"9515948",1,0
"112016006791",0,0
